"","period","month","day","year","treatment","plot","stake","species","sex","reprod","age","testes","vagina","pregnant","nipples","lactation","hfl","wgt","tag","note2","note5"
"17566",289,6,16,2002,"control",8,52,"DO","M",NA,NA,"S",NA,NA,NA,NA,37,51,"7371485s",NA,NA
"17567",289,6,16,2002,"control",8,66,"DO","M",NA,"J",NA,NA,NA,NA,NA,35,26,"467E1C","*",NA
"17568",289,6,16,2002,"control",8,35,"PB","F",NA,"J",NA,NA,NA,NA,NA,26,21,"3E1330","*",NA
"17569",289,6,16,2002,"control",8,64,"PB","F",NA,NA,NA,NA,NA,"E",NA,27,36,"144367",NA,NA
"17571",289,6,16,2002,"control",8,73,"DO","M",NA,NA,"S",NA,NA,NA,NA,36,55,"0F3F77",NA,NA
"17572",289,6,16,2002,"control",8,31,"DO","M",NA,NA,"S",NA,NA,NA,NA,37,45,"173873",NA,NA
"17574",289,6,16,2002,"control",8,15,"PP","M",NA,"J",NA,NA,NA,NA,NA,22,11,"514F51","*",NA
"17575",289,6,16,2002,"control",8,17,"PP","M",NA,NA,"S",NA,NA,NA,NA,22,21,"182E39",NA,NA
"17576",289,6,16,2002,"control",8,16,"PP","F",NA,NA,NA,NA,NA,"E",NA,22,18,"004F5B",NA,NA
"17577",289,6,16,2002,"control",8,55,"DO","F",NA,NA,NA,NA,NA,"E",NA,36,51,"747878",NA,NA
"17578",289,6,16,2002,"control",14,65,"DM","F",NA,NA,NA,"S",NA,"E",NA,36,46,"6C424C",NA,NA
"17579",289,6,16,2002,"control",14,62,"DM","M",NA,NA,"S",NA,NA,NA,NA,35,46,"51422E",NA,NA
"17580",289,6,16,2002,"control",14,76,"PP","M",NA,NA,"S",NA,NA,NA,NA,22,17,"701756","*",NA
"17581",289,6,16,2002,"control",14,46,"PP","M",NA,"J",NA,NA,NA,NA,NA,22,9,"0E5A20","*",NA
"17582",289,6,16,2002,"control",14,26,"DM","M","Z",NA,NA,NA,NA,NA,NA,35,38,"1E4B66",NA,NA
"17583",289,6,16,2002,"control",14,76,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,46,"501D76",NA,NA
"17584",289,6,16,2002,"control",14,13,"OT","M",NA,NA,"S",NA,NA,NA,NA,21,23,"6F1F47","*",NA
"17585",289,6,16,2002,"control",14,47,"DM","F",NA,NA,NA,NA,NA,"E",NA,36,47,"6401416s",NA,NA
"17586",289,6,16,2002,"control",14,31,"DM","M",NA,NA,"S",NA,NA,NA,NA,35,46,"184108",NA,NA
"17587",289,6,16,2002,"control",14,55,"NA","M",NA,NA,"M",NA,NA,NA,NA,31,203,"6601418s",NA,NA
"17588",289,6,16,2002,"exclosure",15,75,"PB","F",NA,NA,NA,NA,NA,"E",NA,26,37,"701178",NA,NA
"17589",289,6,16,2002,"exclosure",15,74,"PB","M","Z",NA,NA,NA,NA,NA,NA,25,NA,"1017589",NA,NA
"17590",289,6,16,2002,"exclosure",15,56,"PP","M",NA,"J",NA,NA,NA,NA,NA,22,10,"6B733B","*",NA
"17591",289,6,16,2002,"exclosure",15,54,"PB","M","Z",NA,NA,NA,NA,NA,NA,26,17,"1017591",NA,NA
"17592",289,6,16,2002,"exclosure",15,63,"PB","M",NA,NA,"M",NA,NA,NA,NA,26,26,"593416",NA,NA
"17594",289,6,16,2002,"exclosure",15,57,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,19,"445010","*",NA
"17595",289,6,16,2002,"exclosure",15,22,"DM","M","Z",NA,NA,NA,NA,NA,NA,36,35,"1017595",NA,NA
"17596",289,6,16,2002,"exclosure",15,21,"PB","F",NA,NA,NA,NA,NA,"E",NA,26,29,"621B01","*",NA
"17597",289,6,16,2002,"exclosure",15,41,"PB","F",NA,"J",NA,NA,NA,NA,NA,26,17,"4A4448","*",NA
"17598",289,6,16,2002,"exclosure",15,42,"PB","F",NA,"J",NA,NA,NA,NA,NA,25,16,"6C6461","*",NA
"17599",289,6,16,2002,"exclosure",15,47,"PP","M","Z",NA,NA,NA,NA,NA,NA,22,16,"0F432F",NA,NA
"17600",289,6,16,2002,"exclosure",15,17,"PP","F",NA,NA,NA,NA,"P","E",NA,22,22,"1A7F7A",NA,NA
"17601",289,6,16,2002,"exclosure",15,16,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,26,"716537",NA,NA
"17603",290,7,13,2002,"control",2,55,"PP","M","Z",NA,NA,NA,NA,NA,NA,23,22,"732272",NA,NA
"17604",290,7,13,2002,"control",2,75,"PB","F",NA,NA,NA,NA,NA,"E",NA,25,34,"46123A",NA,NA
"17605",290,7,13,2002,"control",2,31,"PP","F","Z",NA,NA,NA,NA,NA,NA,20,12,"304353","*",NA
"17607",290,7,13,2002,"control",2,45,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,26,"657C1A","*",NA
"17608",290,7,13,2002,"control",2,31,"DM","F",NA,NA,NA,NA,NA,"E",NA,34,46,"75291E",NA,NA
"17609",290,7,13,2002,"control",2,11,"PB","M","Z",NA,NA,NA,NA,NA,NA,26,35,"093F1C","*",NA
"17610",290,7,13,2002,"control",2,32,"PP","F","Z",NA,NA,NA,NA,NA,NA,19,13,"5B1622",NA,NA
"17611",290,7,13,2002,"control",2,15,"DO","M",NA,NA,"S",NA,NA,NA,NA,36,49,"60296A",NA,NA
"17612",290,7,13,2002,"control",2,56,"PP","F",NA,NA,NA,NA,NA,"E",NA,21,18,"301E73",NA,NA
"17613",290,7,13,2002,"control",2,76,"PP","F","Z",NA,NA,NA,NA,NA,NA,20,13,"516714","*",NA
"17614",290,7,13,2002,"control",2,66,"PP","M","Z",NA,NA,NA,NA,NA,NA,22,15,"776C6F","*",NA
"17615",290,7,13,2002,"control",12,61,"DM","F",NA,NA,NA,NA,NA,"E",NA,35,47,"7A5E69",NA,NA
"17616",290,7,13,2002,"control",12,42,"DO","M",NA,NA,"S",NA,NA,NA,NA,35,52,"39543B","*",NA
"17617",290,7,13,2002,"control",12,56,"DO","M",NA,NA,"S",NA,NA,NA,NA,37,51,"190046",NA,NA
"17618",290,7,13,2002,"control",12,52,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,10,"101C27","*",NA
"17619",290,7,13,2002,"control",12,51,"PP","F",NA,NA,NA,NA,NA,"E",NA,22,18,"596808",NA,NA
"17620",290,7,13,2002,"control",12,11,"PI","M","Z",NA,NA,NA,NA,NA,NA,22,20,"774B37",NA,NA
"17621",290,7,13,2002,"control",12,31,"NA","F",NA,NA,NA,NA,NA,"E","L",33,164,"763","*",NA
"17622",290,7,13,2002,"control",12,13,"PP","F",NA,NA,NA,NA,NA,"E",NA,22,21,"231F4F",NA,NA
"17623",290,7,13,2002,"control",12,14,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,23,"024E2D","*",NA
"17624",290,7,13,2002,"control",12,15,"PP","M","Z",NA,NA,NA,NA,NA,NA,21,14,"3F0A3F","*",NA
"17626",290,7,13,2002,"control",12,24,"PP","M",NA,NA,"S",NA,NA,NA,NA,22,23,"7F164E",NA,NA
"17627",290,7,13,2002,"control",12,76,"PB","M","Z",NA,NA,NA,NA,NA,NA,29,34,"848011518s","*",NA
"17628",290,7,13,2002,"control",12,26,"DO","M",NA,NA,"S",NA,NA,NA,NA,35,56,"604A07",NA,NA
"17629",290,7,13,2002,"exclosure",19,21,"PP","F",NA,NA,NA,NA,NA,"E",NA,22,74,"175D30",NA,NA
"17630",290,7,13,2002,"exclosure",19,74,"PB","M","Z",NA,NA,NA,NA,NA,NA,27,30,"118771506s",NA,NA
"17631",290,7,13,2002,"exclosure",19,61,"PP","F",NA,NA,NA,NA,"P","E",NA,20,17,"34051",NA,NA
"17632",290,7,13,2002,"exclosure",19,56,"PP","M","Z",NA,NA,NA,NA,NA,NA,22,10,"1C1932","*",NA
"17633",290,7,13,2002,"exclosure",19,41,"PB","M",NA,NA,"M",NA,NA,NA,NA,28,49,"7C0908",NA,NA
"17634",290,7,13,2002,"exclosure",19,43,"PB","F",NA,NA,NA,NA,NA,"E",NA,26,34,"485326",NA,NA
"17635",290,7,13,2002,"exclosure",19,11,"PB","F",NA,NA,NA,NA,NA,"E",NA,26,37,"117C7B",NA,NA
"17636",290,7,13,2002,"exclosure",19,37,"OT","F",NA,NA,NA,NA,NA,NA,"L",21,34,"664341495s",NA,NA
"17637",290,7,13,2002,"exclosure",19,17,"PP","M","Z",NA,NA,NA,NA,NA,NA,22,18,"504F00","*",NA
"17638",290,7,13,2002,"exclosure",19,24,"PP","M",NA,NA,"M",NA,NA,NA,NA,23,20,"41065B",NA,NA
"17639",290,7,13,2002,"exclosure",19,16,"PB","M","Z",NA,NA,NA,NA,NA,NA,27,24,"42113","*",NA
"17640",290,7,13,2002,"exclosure",19,64,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,30,"461157",NA,NA
"17641",290,7,13,2002,"exclosure",19,34,"PB","F","Z",NA,NA,NA,NA,NA,NA,27,20,"290849","*",NA
"17642",290,7,13,2002,"control",17,65,"OT","M",NA,NA,"S",NA,NA,NA,NA,21,27,"7681520s","*",NA
"17643",290,7,13,2002,"control",17,74,"PB","M",NA,NA,"M",NA,NA,NA,NA,26,28,"1F5545",NA,NA
"17644",290,7,13,2002,"control",17,71,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,54,"104C12",NA,NA
"17645",290,7,13,2002,"control",17,41,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,11,"187341","*",NA
"17646",290,7,13,2002,"control",17,27,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,27,"6000PB973s","*",NA
"17647",290,7,13,2002,"control",17,36,"DM","F",NA,NA,NA,NA,NA,"E",NA,36,49,"693154",NA,NA
"17648",290,7,13,2002,"control",17,35,"DM","M",NA,NA,"S",NA,NA,NA,NA,35,42,"0B3F2D",NA,NA
"17649",290,7,13,2002,"control",17,56,"PP","F","Z",NA,NA,NA,NA,NA,NA,22,16,"4D2A25",NA,NA
"17651",290,7,13,2002,"control",17,55,"PB","F","Z",NA,NA,NA,NA,NA,NA,27,26,"1D7652",NA,NA
"17652",290,7,13,2002,"control",17,53,"PB","M","Z",NA,NA,NA,NA,NA,NA,27,33,"34794D",NA,NA
"17653",290,7,13,2002,"control",17,33,"PP","F",NA,NA,NA,NA,NA,"E",NA,20,16,"1B3817",NA,NA
"17654",290,7,13,2002,"control",17,25,"DM","F",NA,NA,NA,NA,NA,"B",NA,36,52,"733763",NA,NA
"17655",290,7,13,2002,"control",17,21,"PB","F","Z",NA,NA,NA,NA,NA,NA,27,25,"6001PB755s","*",NA
"17656",290,7,13,2002,"exclosure",21,35,"PB","F",NA,NA,NA,NA,NA,"E",NA,26,36,"450621440s",NA,NA
"17657",290,7,13,2002,"exclosure",21,74,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,24,"53124E",NA,NA
"17658",290,7,13,2002,"exclosure",21,11,"PB","F",NA,NA,NA,NA,NA,"E",NA,26,33,"430408",NA,NA
"17661",290,7,13,2002,"exclosure",21,73,"PB","M","Z",NA,NA,NA,NA,NA,NA,26,24,"6003PB1202s","*",NA
"17664",290,7,13,2002,"exclosure",21,67,"PB","F",NA,NA,NA,NA,NA,"E",NA,25,30,"225659",NA,NA
"17665",290,7,13,2002,"control",22,61,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,26,"120A10",NA,NA
"17666",290,7,13,2002,"control",22,13,"PB","M","Z",NA,NA,NA,NA,NA,NA,27,31,"5C502B",NA,NA
"17667",290,7,13,2002,"control",22,51,"PB","F",NA,NA,NA,NA,NA,"E",NA,26,27,"5C463E",NA,NA
"17669",290,7,13,2002,"control",22,47,"PB","F",NA,NA,NA,NA,NA,"E",NA,26,30,"744805",NA,NA
"17670",290,7,13,2002,"control",22,23,"PB","M","Z",NA,NA,NA,NA,NA,NA,26,26,"5002PB484s","*",NA
"17671",290,7,13,2002,"control",22,37,"PB","M","Z",NA,NA,NA,NA,NA,NA,27,29,"34206A",NA,NA
"17672",290,7,14,2002,"exclosure",3,72,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,34,"6E612C",NA,NA
"17673",290,7,14,2002,"exclosure",3,62,"DM","M",NA,NA,"R",NA,NA,NA,NA,35,54,"925101402s",NA,NA
"17674",290,7,14,2002,"exclosure",3,42,"PB","F",NA,NA,NA,NA,NA,"E",NA,26,34,"4C195B",NA,NA
"17675",290,7,14,2002,"exclosure",3,75,"OT","F",NA,NA,NA,NA,NA,NA,"L",18,28,"744","*",NA
"17677",290,7,14,2002,"exclosure",3,77,"PB","M",NA,NA,"M",NA,NA,NA,NA,27,42,"68530E",NA,NA
"17678",290,7,14,2002,"exclosure",3,67,"OT","F",NA,NA,NA,"S",NA,NA,"L",21,28,"66680D",NA,NA
"17680",290,7,14,2002,"exclosure",3,25,"PP","M","Z",NA,NA,NA,NA,NA,NA,23,17,"7004PP403s","*",NA
"17681",290,7,14,2002,"exclosure",3,41,"PP","F",NA,NA,NA,NA,NA,"E",NA,21,18,"72262A",NA,NA
"17682",290,7,14,2002,"exclosure",3,46,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,27,"301138",NA,NA
"17683",290,7,14,2002,"exclosure",3,26,"PB","F",NA,NA,NA,NA,NA,"E",NA,27,33,"001C79",NA,NA
"17687",290,7,14,2002,"exclosure",3,52,"PP","F",NA,NA,NA,NA,NA,"E",NA,21,16,"40511E",NA,NA
"17689",290,7,14,2002,"control",4,63,"PI","M","Z",NA,NA,NA,NA,NA,NA,23,20,"75587C",NA,NA
"17690",290,7,14,2002,"control",4,67,"PB","M","Z",NA,NA,NA,NA,NA,NA,25,25,"7D5A0C",NA,NA
"17691",290,7,14,2002,"control",4,66,"PP","F",NA,NA,NA,NA,NA,"E",NA,24,20,"1D0656",NA,NA
"17692",290,7,14,2002,"control",4,77,"DM","F",NA,NA,NA,NA,NA,"E",NA,36,47,"4C2E6E",NA,NA
"17693",290,7,14,2002,"control",4,62,"PP","F","Z",NA,NA,NA,NA,NA,NA,23,15,"6000PP597s","*",NA
"17694",290,7,14,2002,"control",4,44,"PB","F",NA,NA,NA,NA,NA,"E",NA,25,30,"4C2E51",NA,NA
"17695",290,7,14,2002,"control",4,75,"PB","M",NA,"J",NA,NA,NA,NA,NA,26,20,"8100PB500s","*",NA
"17696",290,7,14,2002,"control",4,46,"DM","F",NA,NA,NA,NA,NA,"B",NA,35,54,"7551448s",NA,NA
"17698",290,7,14,2002,"control",4,31,"PF","F",NA,NA,NA,NA,NA,"E",NA,15,7,"8000PF","*",NA
"17699",290,7,14,2002,"control",4,25,"PP","F","Z",NA,NA,NA,NA,NA,NA,22,17,"6001PP478s","*",NA
"17700",290,7,14,2002,"control",4,26,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,26,"709251516s",NA,NA
"17701",290,7,14,2002,"control",11,54,"DO","M",NA,NA,"M",NA,NA,NA,NA,36,42,"0F6D12",NA,NA
"17703",290,7,14,2002,"control",11,71,"DO","F","Z",NA,NA,NA,NA,NA,NA,34,45,"2C2346",NA,NA
"17704",290,7,14,2002,"control",11,31,"DO","M",NA,NA,"S",NA,NA,NA,NA,37,52,"311D70",NA,NA
"17706",290,7,14,2002,"control",11,26,"DO","M",NA,NA,"S",NA,NA,NA,NA,35,54,"44671A",NA,NA
"17707",290,7,14,2002,"control",11,17,"PP","M",NA,NA,"M",NA,NA,NA,NA,23,21,"3C0866",NA,NA
"17708",290,7,14,2002,"control",11,15,"PP","F","Z",NA,NA,NA,NA,NA,NA,23,14,"5001PP475s","*",NA
"17710",290,7,14,2002,"control",11,73,"PP","M","Z",NA,NA,NA,NA,NA,NA,22,13,"5002PP487s","*",NA
"17711",290,7,14,2002,"control",11,42,"PP","F","Z",NA,NA,NA,NA,NA,NA,22,12,"656422",NA,NA
"17712",290,7,14,2002,"control",11,37,"DO","F","Z",NA,NA,NA,NA,NA,NA,35,39,"2B5430",NA,NA
"17713",290,7,14,2002,"control",8,42,"PB","M",NA,"J",NA,NA,NA,NA,NA,25,13,"8103PB472s","*",NA
"17714",290,7,14,2002,"control",8,71,"DO","M",NA,NA,"S",NA,NA,NA,NA,37,52,"7371485s",NA,NA
"17715",290,7,14,2002,"control",8,74,"PP","F","Z",NA,NA,NA,NA,NA,NA,22,14,"8100PP","*",NA
"17716",290,7,14,2002,"control",8,61,"DO","F","Z",NA,NA,NA,NA,NA,NA,36,47,"526F64",NA,NA
"17717",290,7,14,2002,"control",8,13,"DM","F",NA,NA,NA,"S",NA,"E",NA,34,52,"463831",NA,NA
"17719",290,7,14,2002,"control",8,53,"DO","M",NA,NA,"S",NA,NA,NA,NA,37,47,"173873",NA,NA
"17720",290,7,14,2002,"control",8,31,"OT","M",NA,NA,"S",NA,NA,NA,NA,18,19,"7351512s",NA,NA
"17721",290,7,14,2002,"control",8,55,"DO","M",NA,NA,"S",NA,NA,NA,NA,34,53,"0F3F77",NA,NA
"17722",290,7,14,2002,"control",8,51,"PP","F","Z",NA,NA,NA,NA,NA,NA,23,13,"8102PP","*",NA
"17723",290,7,14,2002,"control",8,56,"DO","M",NA,NA,"M",NA,NA,NA,NA,36,40,"72110C",NA,NA
"17724",290,7,14,2002,"control",8,54,"PP","F","Z",NA,NA,NA,NA,NA,NA,22,12,"8103PP","*",NA
"17725",290,7,14,2002,"control",8,14,"PP","M","Z",NA,NA,NA,NA,NA,NA,23,12,"8104PP","*",NA
"17726",290,7,14,2002,"control",8,26,"PP","F",NA,NA,NA,NA,NA,NA,NA,23,16,"004F5B",NA,NA
"17727",290,7,14,2002,"control",8,35,"PB","F",NA,NA,NA,NA,NA,"E",NA,27,37,"144367",NA,NA
"17728",290,7,14,2002,"control",14,47,"PP","F",NA,NA,NA,NA,NA,"E",NA,22,19,"071C34",NA,NA
"17729",290,7,14,2002,"control",14,44,"DM","F",NA,NA,NA,NA,NA,"E",NA,36,40,"6C424C",NA,NA
"17730",290,7,14,2002,"control",14,54,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,50,"51422E",NA,NA
"17732",290,7,14,2002,"control",14,25,"PP","M","Z",NA,NA,NA,NA,NA,NA,22,13,"7104PP514s","*",NA
"17733",290,7,14,2002,"control",14,63,"PP","M","Z",NA,NA,NA,NA,NA,NA,22,NA,"0E5A20",NA,NA
"17734",290,7,14,2002,"control",14,34,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,47,"184108",NA,NA
"17735",290,7,14,2002,"control",14,36,"DM","M",NA,NA,"M",NA,NA,NA,NA,36,37,"1E4B66",NA,NA
"17736",290,7,14,2002,"control",14,12,"PP","M","Z",NA,NA,NA,NA,NA,NA,23,14,"6100PP527s","*",NA
"17737",290,7,14,2002,"control",14,21,"DM","F",NA,NA,NA,NA,NA,"B",NA,35,41,"4F3743",NA,NA
"17738",290,7,14,2002,"exclosure",15,15,"PP","F",NA,NA,NA,NA,NA,"E",NA,22,15,"1A7F7A",NA,NA
"17739",290,7,14,2002,"exclosure",15,31,"PB","F","Z",NA,NA,NA,NA,NA,NA,24,25,"4A4448",NA,NA
"17741",290,7,14,2002,"exclosure",15,16,"PP","M",NA,NA,"S",NA,NA,NA,NA,20,17,"6101PP","*",NA
"17742",290,7,14,2002,"exclosure",15,34,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,29,"716537",NA,NA
"17743",290,7,14,2002,"exclosure",15,33,"PB","F",NA,NA,NA,NA,NA,"E",NA,25,29,"621B01",NA,NA
"17744",290,7,14,2002,"exclosure",15,52,"DM","F",NA,NA,NA,NA,NA,NA,NA,36,42,"7211528s","*",NA
"17745",290,7,14,2002,"exclosure",15,23,"PP","F",NA,NA,NA,NA,NA,"E",NA,21,18,"6110PP",NA,NA
"17747",290,7,14,2002,"exclosure",15,56,"PB","M","Z",NA,NA,NA,NA,NA,NA,26,29,"593416",NA,NA
"17748",290,7,14,2002,"exclosure",15,47,"SH","M","Z",NA,NA,NA,NA,NA,NA,27,57,"1017748",NA,NA
"17749",290,7,14,2002,"exclosure",15,77,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,23,"445010",NA,NA
"17750",290,7,14,2002,"exclosure",15,76,"PP","M","Z",NA,NA,NA,NA,NA,NA,22,17,"6102PP","*",NA
"17751",291,9,8,2002,"control",2,24,"DM","F",NA,NA,NA,NA,NA,"B",NA,37,45,"757","*",NA
"17752",291,9,8,2002,"control",12,21,"PI","M","Z",NA,NA,NA,NA,NA,NA,22,21,"774B37",NA,NA
"17753",291,9,8,2002,"control",12,76,"DO","F",NA,NA,NA,NA,NA,"E",NA,37,57,"256910","*",NA
"17754",291,9,8,2002,"control",12,72,"DM","F",NA,NA,NA,NA,NA,"E",NA,36,60,"7A5E69",NA,NA
"17755",291,9,8,2002,"control",12,45,"NA","F",NA,NA,NA,NA,NA,"E",NA,32,210,"7641500s","*",NA
"17756",291,9,8,2002,"exclosure",19,75,"PB","M","Z",NA,NA,NA,NA,NA,NA,27,33,"450D7C","*",NA
"17758",291,9,8,2002,"exclosure",19,14,"PB","F",NA,NA,NA,NA,NA,"E",NA,26,36,"485326",NA,NA
"17759",291,9,8,2002,"control",17,45,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,30,"1D7652",NA,NA
"17760",291,9,8,2002,"control",17,77,"PP","M","Z",NA,NA,NA,NA,NA,NA,21,NA,"056A2F","*",NA
"17761",291,9,8,2002,"control",17,71,"DM","F",NA,NA,NA,NA,NA,"B",NA,37,50,"733763",NA,NA
"17762",291,9,8,2002,"control",17,36,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,31,"6D1427","*",NA
"17763",291,9,8,2002,"control",17,65,"DM","M",NA,NA,"S",NA,NA,NA,NA,35,47,"0B3F2D",NA,NA
"17764",291,9,8,2002,"control",17,62,"NA","M",NA,NA,"M",NA,NA,NA,NA,32,162,"7111530s","*",NA
"17765",291,9,8,2002,"exclosure",21,72,"PB","M","Z",NA,NA,NA,NA,NA,NA,28,36,"6C775E","*",NA
"17766",291,9,8,2002,"exclosure",21,45,"PB","F","Z",NA,NA,NA,NA,NA,NA,25,28,"512905",NA,NA
"17767",291,9,8,2002,"control",22,32,"PB","M","Z",NA,NA,NA,NA,NA,NA,26,30,"5002PB484s",NA,NA
"17768",291,9,8,2002,"control",22,42,"PB","F",NA,NA,NA,NA,NA,"R",NA,27,33,"120A10",NA,NA
"17769",291,9,8,2002,"control",22,26,"PP","M","Z",NA,NA,NA,NA,NA,NA,24,21,"1017769",NA,NA
"17770",291,9,10,2002,"exclosure",15,41,"PB","F",NA,NA,NA,NA,NA,"E",NA,24,37,"621B01",NA,NA
"17771",291,9,10,2002,"exclosure",15,36,"DM","F",NA,NA,NA,NA,NA,"B",NA,38,NA,"1017771",NA,NA
"17772",291,9,10,2002,"exclosure",15,22,"OT","F",NA,NA,NA,NA,NA,"R",NA,20,31,"090B7B","*",NA
"17774",291,9,10,2002,"exclosure",15,77,"PB","F",NA,NA,NA,NA,NA,"E",NA,27,38,"701178",NA,NA
"17775",291,9,10,2002,"control",14,74,"DM","M",NA,NA,"S",NA,NA,NA,NA,36,55,"51422E",NA,NA
"17776",291,9,10,2002,"control",14,61,"DM","F",NA,NA,NA,NA,NA,"B",NA,37,50,"704D66","*",NA
"17777",291,9,10,2002,"control",14,62,"DM","F",NA,NA,NA,NA,NA,"E",NA,35,40,"4F3743",NA,NA
"17778",291,9,10,2002,"control",14,63,"PP","M","Z",NA,NA,NA,NA,NA,NA,21,17,"0E5A20",NA,NA
"17779",291,9,10,2002,"control",14,67,"DM","M",NA,NA,"R",NA,NA,NA,NA,35,52,"501D76",NA,NA
"17780",291,9,10,2002,"control",14,25,"DM","M","Z",NA,NA,NA,NA,NA,NA,35,NA,"710D0B","*",NA
"17781",291,9,10,2002,"control",11,71,"DO","F",NA,NA,NA,NA,NA,"B",NA,34,62,"2C2346",NA,NA
"17782",291,9,10,2002,"control",8,47,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,13,"187341",NA,NA
"17784",291,9,10,2002,"control",8,44,"PP","F","Z",NA,NA,NA,NA,NA,NA,22,19,"4A5810","*",NA
"17785",291,9,10,2002,"control",8,25,"PB","F",NA,NA,NA,NA,NA,"B",NA,27,37,"144367",NA,NA
"17786",291,9,10,2002,"control",8,77,"DM","M",NA,NA,"M",NA,NA,NA,NA,38,45,"303039","*",NA
"17787",291,9,10,2002,"control",8,75,"OT","M","Z",NA,NA,NA,NA,NA,NA,20,11,"1C440F","*",NA
"17788",291,9,10,2002,"control",8,73,"DO","F",NA,NA,NA,NA,NA,NA,NA,37,51,"526F64",NA,NA
"17789",291,9,10,2002,"exclosure",3,31,"PB","F",NA,NA,NA,NA,NA,"R",NA,27,46,"001C79",NA,NA
"17790",291,9,10,2002,"exclosure",3,36,"PB","M",NA,NA,"M",NA,NA,NA,NA,28,45,"70135F",NA,NA
"17792",291,9,10,2002,"exclosure",3,44,"PP","F",NA,NA,NA,NA,NA,"E",NA,22,18,"331D09",NA,NA
"17793",291,9,10,2002,"control",4,45,"PB","F",NA,NA,NA,NA,NA,"B",NA,25,29,"4C2E51",NA,NA
"17794",291,9,10,2002,"control",4,15,"PP","M","Z",NA,NA,NA,NA,NA,NA,21,15,"165B38","*",NA
"17795",291,9,10,2002,"control",4,75,"DO","F",NA,NA,NA,NA,NA,"B",NA,37,57,"64636D",NA,NA
"17796",291,9,10,2002,"control",4,16,"DO","M",NA,NA,"S",NA,NA,NA,NA,36,53,"2E6934",NA,NA
"17797",291,9,10,2002,"control",4,26,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,17,"6001PP478s",NA,NA
"17798",292,10,5,2002,"control",2,16,"PP","F","Z",NA,NA,NA,NA,NA,NA,22,16,"79117E","*",NA
"17799",292,10,5,2002,"control",2,17,"PP","F",NA,NA,NA,NA,NA,"E",NA,20,18,"1A541A","*",NA
"17800",292,10,5,2002,"control",2,22,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,21,"2F0867","*",NA
"17801",292,10,5,2002,"control",2,77,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,27,"66750C","*",NA
"17802",292,10,5,2002,"control",2,31,"PB","M","Z",NA,NA,NA,NA,NA,NA,27,42,"093F16","*",NA
"17803",292,10,5,2002,"control",2,51,"PB","F",NA,NA,NA,NA,NA,"E",NA,26,27,"112D5F","*",NA
"17807",292,10,5,2002,"control",2,12,"PB","M","Z",NA,NA,NA,NA,NA,NA,27,40,"170B2B","*",NA
"17808",292,10,5,2002,"control",2,45,"NA","M",NA,NA,"M",NA,NA,NA,NA,36,226,"715",NA,NA
"17809",292,10,5,2002,"control",17,77,"PB","M","Z",NA,NA,NA,NA,NA,NA,26,32,"2A6256",NA,NA
"17810",292,10,5,2002,"control",17,47,"PB","F",NA,NA,NA,NA,NA,"E",NA,27,39,"635101491s",NA,NA
"17811",292,10,5,2002,"control",17,44,"PB","F","Z",NA,NA,NA,NA,NA,NA,26,29,"1D7652",NA,NA
"17813",292,10,5,2002,"control",17,64,"DM","M",NA,NA,"S",NA,NA,NA,NA,NA,52,"0B3F2D",NA,NA
"17814",292,10,5,2002,"control",17,13,"DM","M",NA,"J",NA,NA,NA,NA,NA,34,20,"02151F","*",NA
"17815",292,10,5,2002,"control",17,33,"DM","F",NA,NA,NA,NA,NA,"B",NA,35,54,"733763",NA,NA
"17816",292,10,5,2002,"control",17,14,"DM","F",NA,NA,NA,NA,NA,"B",NA,35,50,"693154",NA,NA
"17817",292,10,5,2002,"control",17,17,"PP","M","Z",NA,NA,NA,NA,NA,NA,21,16,"1E6E5C","*",NA
"17818",292,10,5,2002,"control",17,24,"PP","F","Z",NA,NA,NA,NA,NA,NA,21,15,"3C3375","*",NA
"17819",292,10,5,2002,"control",17,72,"NA","M","Z",NA,NA,NA,NA,NA,NA,34,200,"7111530s",NA,NA
